uid, timestamp, type, left army, right army, towers, gold lost
cgs_4ddb3a17508d0, 0, -1 31 13 -1 31 14 -1 31 12 -1 31 15 -1 31 16 -1 31 17 -1 0 12 -1 0 13 -1 0 14 -1 0 15 -1 0 16 -1 0 17 -1 20 10 -1 21 11 -1 11 10 -1 10 11 -1 22 10 -1 23 11 -1 26 11 -1 0 10 -1 1 10 -1 8 11 -1 31 10 -1 5 11 -1 4 9 -1 2 10 -1 30 10 -1 29 10 -1 27 9 -1 7 8 -1 24 8 , 10 10 10 10, 10 10 10 10, 8, friend
cgs_4ddb3a17508d0, 0, -1 31 13 -1 31 14 -1 31 12 -1 31 15 -1 31 16 -1 31 17 -1 0 12 -1 0 13 -1 0 14 -1 0 15 -1 0 16 -1 0 17 -1 20 10 -1 21 11 -1 11 10 -1 10 11 -1 22 10 -1 23 11 -1 26 11 -1 0 10 -1 1 10 -1 8 11 -1 31 10 -1 5 11 -1 4 9 -1 2 10 -1 30 10 -1 29 10 -1 27 9 , 10 10 10 10, 10 10 10 10, 397, friend
cgs_4ddb3a17508d0, 0, -1 11 10 -1 4 12 -1 4 13 -1 4 14 -1 4 15 -1 4 16 -1 4 17 -1 27 12 -1 27 13 -1 27 14 -1 27 15 -1 27 16 -1 27 17 -1 26 12 -1 26 13 -1 26 14 -1 26 15 -1 26 16 -1 26 17 -1 5 12 -1 5 13 -1 5 14 -1 5 15 -1 5 16 -1 5 17 , 2 2 3 1 4 3 2 3 4 1 2 2 1 3 2 1 8 8 3 2 8 15 3 2 15 4 3 8 8, 4 2 2 2 4 4 15 15 8 15 1 4 15 1 4 2 4 4 2 1 2 2 4 4 2 15 2 2 15 8 1 4 3, 1, request
cgs_4ddb3a17508d0, 0, -1 11 10 -1 4 12 -1 4 13 -1 4 14 -1 4 15 -1 4 16 -1 4 17 -1 27 12 -1 27 13 -1 27 14 -1 27 15 -1 27 16 -1 27 17 -1 26 12 -1 26 13 -1 26 14 -1 26 15 -1 26 16 -1 26 17 -1 5 12 -1 5 13 -1 5 14 -1 5 15 -1 5 16 -1 5 17 -1 10 10 , 2 2 3 1 4 3 2 3 4 1 2 2 1 3 2 1 8 8 3 2 8 15 3 2 15 4 3 8 8, 4 2 2 2 4 4 15 15 8 15 1 4 15 1 4 2 4 4 2 1 2 2 4 4 2 15 2 2 15 8 1 4 3, 2, request
cgs_4ddb3a17508d0, 0, -1 11 10 -1 4 12 -1 4 13 -1 4 14 -1 4 15 -1 4 16 -1 4 17 -1 27 12 -1 27 13 -1 27 14 -1 27 15 -1 27 16 -1 27 17 -1 26 12 -1 26 13 -1 26 14 -1 26 15 -1 26 16 -1 26 17 -1 5 12 -1 5 13 -1 5 14 -1 5 15 -1 5 16 -1 5 17 -1 1 11 -1 2 11 -1 3 11 -1 4 11 -1 10 10 -1 9 11 -1 21 10 -1 20 10 -1 22 11 -1 27 11 -1 28 11 -1 29 11 , 2 2 3 1 4 3 2 3 4 1 2 2 1 3 2 1 8 8 3 2 8 15 3 2 15 4 3 8 8, 4 2 2 2 4 4 15 15 8 15 1 4 15 1 4 2 4 4 2 1 2 2 4 4 2 15 2 2 15 8 1 4 3, 3, request
cgs_4dd96387cc396, 0, 1 8 1 2 2 3 2 1 2 2 2 3 3 1 1 1 2 1 8 3 2, -1 9 10 -1 10 9 -1 11 9 -1 8 11 -1 20 9 -1 21 9 -1 22 10 -1 23 11 -1 7 10 -1 24 10 -1 6 11 -1 25 11 , request, 2 1 1 2 1 2 2 1 2 8 8 3 2 1 1 3 2 8 3 2 2 2 1 3, 45
cgs_4ddb6cd6ee08f, 0, request, 4 15 1 2 15 15 3 2 9 9 1 15 4 9 9 12 7 15 1 9 9 2 15 12 3 9 8 1 2 3 1 1 1 3 1 8 1 2 8 8 4 4 1 1 1 15 12 2 8 15 15 3, -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 29 10 -1 30 11 -1 28 10 -1 2 10 -1 1 11 -1 4 9 -1 27 9 -1 3 10 -1 26 10 -1 5 10 -1 6 10 -1 25 10 -1 7 10 -1 24 9 , 102, 15 3 1 9 8 1 2 2 4 7 4 1 15 8 9 9 9 8 9 15 7 2 1 8 7 15 3 9 4 9 2 4 3 1 3 1 7 1 2 15 12 2 7 2 9 15 12 4 9 3 1 9
cgs_4ddb6cd6ee08f, 0, request, 3 8 8 2 2 1 2 1 3 1 8 4 15 2 4 8 1 8 15 8 2 1 4 8 3 2 4 2 4 15 2 2 1 4 2 1 2 8 8 4 2 15 2, -1 4 10 -1 27 10 -1 26 10 -1 5 10 -1 6 10 -1 25 9 -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 3 9 -1 28 9 , 141, 2 15 4 1 1 8 3 2 8 4 2 2 15 8 8 3 1 3 3 4 3 8 2 8 8 8 1 4 2 8 8 8 3 15 3 1 8 3 15 3 3 8 1 1 1 4 4 1
cgs_4ddb6cd6ee08f, 0, request, 2 8 1 8 8 2 4 3 2 2 1 8 3 1 4 1 8 8 8 2 3 3 3 8 3 2 1 3 1 2 3, -1 20 9 -1 11 9 -1 22 10 -1 9 10 -1 10 10 -1 21 10 -1 8 10 -1 23 10 -1 7 11 -1 24 11 -1 6 11 -1 25 11 -1 5 11 -1 26 11 -1 4 11 -1 27 11 , 101, 3 1 1 3 1 4 3 3 3 2 8 1 3 4 1 3 4
cgs_4ddb6cd6ee08f, 0, request, 8 3 2 2 1 2 2 1 8 8 3 2 3 1 1 1 2 3 2 1 1 8 1 2 8 3, -1 11 10 -1 9 10 -1 20 10 -1 22 10 -1 10 9 -1 21 9 -1 8 10 -1 23 10 -1 7 11 -1 24 11 , 103, 1 2 1 3 1 3 1 2 2 1 2 3 2 2 8 8 3 1 1 2 1 1
cgs_4ddb6d84098e4, 0, -1 10 9 -1 21 9 -1 5 11 -1 6 11 , 2 1 1 2 1 1, 2 2 2 2 2, request, 0
cgs_4ddb6cd6ee08f, 0, request, 1 2 2, -1 23 11 -1 8 11 -1 21 9 -1 10 9 , 0, 2 1 2 2 2 2 1 1 2
cgs_4ddac9f8c16e4, 0, request, -1 20 9 -1 11 9 -1 10 10 -1 21 10 -1 9 10 -1 22 10 -1 7 10 -1 24 10 -1 8 10 -1 23 10 -1 6 12 -1 5 13 -1 4 14 -1 5 15 -1 6 16 -1 7 17 -1 25 12 -1 26 13 -1 27 14 -1 27 15 -1 26 16 -1 25 17 -1 6 10 -1 25 10 -1 5 10 -1 26 10 -1 1 11 -1 30 11 -1 29 11 -1 2 11 -1 3 11 -1 28 11 -1 4 11 -1 27 11 , 15 8 7 8 7 3 4 4 15 3 3 1 2 3 1 3 1 7 1 1 15 7 2 8 8 4 7 3 16 2 4 1 4 7 3 16 16 7 15 8 3, 15 3 7 7 15 3 8 2 15 3 4 4 7 1 1 7 3 16 1 8 3 16 3 16 15 4 1 2 2 2 8 16 7 1 15 15 7 8 15 7 15 7 7 3 7 3 4 7 3 3 2, 40
cgs_4ddb4062a80fe, 0, 2 2 2 2 1 3 3 3 2 4 2 2 4 4 2 3 4 8 1 1 3 2 1 2 2 1 3 3 4 3 4, 22, -1 20 9 -1 11 9 -1 10 11 -1 21 11 -1 22 9 -1 23 11 -1 24 9 -1 25 11 -1 28 10 -1 9 9 -1 7 10 -1 8 11 -1 6 11 -1 5 10 -1 4 11 -1 0 11 -1 2 11 -1 29 11 -1 30 11 -1 31 11 -1 26 10 , request, 1 1 4 2 3 2 8 2 2 2 1 1 3 8 4 8 3 4 8 8 1 1 3 2 4 3 2
cgs_4ddb4062a80fe, 0, 2 2 2 1 1 1 1 2 1 1 2 2, 40, -1 11 9 -1 20 9 -1 10 11 -1 21 11 -1 9 11 -1 22 11 , request, 2 2 1 2 2 2 2 1 1 2 1 2 2
cgs_4ddb3a17508d0, 0, -1 20 9 -1 10 13 -1 23 14 -1 21 10 -1 0 11 -1 31 11 -1 25 10 -1 23 15 -1 23 12 -1 23 13 -1 23 16 -1 10 12 -1 10 14 -1 10 15 -1 10 16 -1 23 17 -1 10 17 , 4 1 1 1 4 8 2 2 2 15 4 3 4 4 4 2 8 8 15 3 1 4 4 8 3 8 4 4, 6, 4 3 1 4 1 8 8 15 4 8 4 1 8 3 8 2 3 4 3 2 1 15 4 1 3 8 3 4 1 2 15 1 4, request
cgs_4ddb3a17508d0, 0, -1 20 9 -1 10 13 -1 23 14 -1 21 10 -1 11 10 -1 10 10 -1 22 10 -1 9 10 -1 23 10 -1 8 10 -1 24 10 , 4 1 1 1 4 8 2 2 2 15 4 3 4 4 4 2 8 8 15 3 1 4 4 8 3 8 4 4, 12, 4 3 1 4 1 8 8 15 4 8 4 1 8 3 8 2 3 4 3 2 1 15 4 1 3 8 3 4 1 2 15 1 4, request
cgs_4ddb3a17508d0, 0, -1 20 9 -1 10 13 -1 23 14 -1 21 10 -1 11 10 -1 10 10 -1 22 10 -1 9 10 -1 23 10 -1 8 10 -1 24 10 -1 7 10 -1 25 10 -1 6 10 -1 5 10 -1 26 11 , 4 1 1 1 4 8 2 2 2 15 4 3 4 4 4 2 8 8 15 3 1 4 4 8 3 8 4 4, 16, 4 3 1 4 1 8 8 15 4 8 4 1 8 3 8 2 3 4 3 2 1 15 4 1 3 8 3 4 1 2 15 1 4, request
cgs_4ddb3a17508d0, 0, -1 10 9 -1 21 9 -1 22 9 -1 11 9 -1 9 10 -1 20 9 -1 23 10 -1 8 10 -1 24 10 -1 7 10 -1 6 10 -1 25 10 -1 26 10 -1 5 10 -1 4 10 -1 27 11 -1 28 11 , 4 1 1 1 4 8 2 2 2 15 4 3 4 4 4 2 8 8 15 3 1 4 4 8 3 8 4 4, 24, 4 3 1 4 1 8 8 15 4 8 4 1 8 3 8 2 3 4 3 2 1 15 4 1 3 8 3 4 1 2 15 1 4, request
cgs_4ddb3a17508d0, 0, -1 21 9 -1 10 9 -1 8 11 -1 23 11 -1 9 9 , 2 2 1 1 2 1 1 2 1 1 2, 6, 1 2 2 2 1 2 2, request
cgs_4ddb2e72d4127, 0, -1 20 12 -1 11 12 -1 9 14 -1 8 15 -1 8 17 -1 21 13 -1 22 14 -1 23 15 -1 22 16 -1 23 17 -1 6 17 -1 25 13 -1 7 14 -1 26 16 -1 9 16 -1 10 13 -1 6 15 -1 25 15 -1 20 9 -1 21 9 -1 25 17 -1 8 13 -1 7 12 -1 24 12 -1 5 16 -1 26 14 -1 22 9 -1 11 9 -1 10 9 -1 9 9 -1 8 11 -1 23 11 -1 7 11 -1 6 11 -1 24 11 -1 25 11 -1 26 11 -1 27 11 -1 5 11 -1 4 11 , 79, 8 2 8 15 2 1 2 15 3 7 2 8 7 7 7 7 7 8 1 1 3 8 1 7 4 2 8 1 1 7 1 4 2 2 8 2 2 7 7 8 2 3 15 4 15 2 3 7 4 2 3 3, request, 15 7 3 2 4 4 15 1 7 1 4 15 8 8 1 2 7 1 8 1 8 15 2 3 1 7 2 7 7 1 4 2 15 2 4 4 8 4 8 2 2 15 8 4 2 2
cgs_4ddb2e72d4127, 0, -1 20 12 -1 11 12 -1 9 14 -1 8 15 -1 8 17 -1 21 13 -1 22 14 -1 23 15 -1 22 16 -1 23 17 -1 6 17 -1 25 13 -1 7 14 -1 26 16 -1 9 16 -1 10 13 -1 6 15 -1 25 15 -1 20 9 -1 21 9 -1 11 9 -1 25 17 -1 8 13 -1 7 12 -1 24 12 -1 5 16 -1 26 14 -1 10 9 -1 9 9 -1 22 9 -1 8 11 -1 23 11 -1 7 11 -1 24 11 -1 25 11 , 114, 8 2 8 15 2 1 2 15 3 7 2 8 7 7 7 7 7 8 1 1 3 8 1 7 4 2 8 1 1 7 1 4 2 2 8 2 2 7 7 8 2 3 15 4 15 2 3 7 4 2 3 3, request, 15 7 3 2 4 4 15 1 7 1 4 15 8 8 1 2 7 1 8 1 8 15 2 3 1 7 2 7 7 1 4 2 15 2 4 4 8 4 8 2 2 15 8 4 2 2
cgs_4ddb2e72d4127, 0, -1 20 12 -1 11 12 -1 9 14 -1 8 15 -1 8 17 -1 21 13 -1 22 14 -1 23 15 -1 22 16 -1 23 17 -1 6 17 -1 26 13 -1 3 14 -1 28 16 -1 9 16 -1 10 13 -1 6 15 -1 26 15 -1 20 9 -1 11 9 -1 10 9 -1 9 9 -1 21 9 -1 22 9 -1 8 11 -1 7 11 -1 23 11 -1 24 11 , 75, 3 2 2 15 2 4 4 1 1 1 8 1 8 2 8 4 2 8 4 15 3 4 2 1 1 8 4, request, 1 8 1 4 1 1 1 1 1 1 3 2 1 4 1 8 1 3 1 3 4 15 15 4 4 3 15 4 15 4 3 15 1 8 3 4 4 3 8 2 2 3 2 4 1 4
cgs_4ddabda70b63d, 0, 7, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 24 12 -1 10 17 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 20 9 -1 21 10 -1 22 9 -1 21 17 -1 23 9 -1 11 9 -1 9 10 -1 10 11 -1 8 10 -1 7 9 -1 6 9 -1 5 11 -1 4 10 -1 2 11 -1 27 11 -1 25 11 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddabda70b63d, 0, 9, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 24 12 -1 10 17 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 7 9 -1 8 9 -1 9 10 -1 10 11 -1 20 9 -1 21 10 -1 30 11 -1 22 9 -1 29 11 -1 28 11 -1 27 9 -1 31 11 -1 26 11 -1 11 11 -1 5 11 -1 21 17 -1 6 9 -1 23 9 -1 4 11 -1 3 11 -1 2 11 -1 25 11 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddb2e72d4127, 0, -1 11 9 -1 10 9 -1 20 12 -1 11 12 -1 9 14 -1 8 15 -1 8 17 -1 21 13 -1 22 14 -1 23 15 -1 24 16 -1 24 17 -1 20 9 -1 21 9 -1 6 17 -1 26 13 -1 3 14 -1 28 16 -1 9 9 -1 22 9 -1 23 11 -1 9 16 -1 10 13 -1 6 15 -1 26 15 -1 8 11 -1 7 11 -1 24 11 , 28, 4 8 8 8 1 4 8 3 1 4 4 4 8 15 2 1 1 3 8 1 3 15 4 4 2 2 1 8 3 8 4 1 1 1 3 1 4 2, request, 2 15 15 1 3 4 1 1 2 2 15 1 8 15 1 2 1 2 8 8 8 4 4 8 1 1 2 2 8 8 4 8 4 2 8 15 4 3 2 1 4 15 1
cgs_4ddabda70b63d, 0, 14, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 24 12 -1 5 12 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 6 10 -1 7 9 -1 8 9 -1 9 10 -1 10 11 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddb2e72d4127, 0, -1 11 9 -1 10 9 -1 20 12 -1 11 12 -1 10 13 -1 9 14 -1 8 15 -1 7 16 -1 7 17 -1 21 13 -1 22 14 -1 23 15 -1 24 16 -1 24 17 -1 20 9 -1 21 9 -1 6 17 -1 26 13 -1 3 14 -1 28 16 -1 9 9 -1 22 9 -1 8 11 -1 7 11 -1 23 11 -1 24 11 -1 6 11 -1 25 11 -1 26 11 -1 5 11 , 40, 4 8 8 8 1 4 8 3 1 4 4 4 8 15 2 1 1 3 8 1 3 15 4 4 2 2 1 8 3 8 4 1 1 1 3 1 4 2, request, 2 15 15 1 3 4 1 1 2 2 15 1 8 15 1 2 1 2 8 8 8 4 4 8 1 1 2 2 8 8 4 8 4 2 8 15 4 3 2 1 4 15 1
cgs_4ddabda70b63d, 0, 19, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 20 9 -1 21 10 -1 24 12 -1 5 12 -1 22 10 -1 23 9 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 4 10 -1 1 11 -1 2 11 -1 3 11 -1 6 10 -1 5 11 -1 7 9 -1 8 9 -1 9 10 -1 10 11 -1 24 11 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddabda70b63d, 0, 28, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 20 9 -1 21 10 -1 11 9 -1 24 12 -1 5 12 -1 22 10 -1 23 9 -1 24 10 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 8 11 -1 10 9 -1 7 10 -1 9 9 -1 6 9 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddabda70b63d, 0, 39, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 20 9 -1 21 10 -1 11 9 -1 10 9 -1 24 12 -1 5 12 -1 9 10 -1 22 10 -1 23 9 -1 8 9 -1 24 10 -1 22 14 -1 23 13 -1 11 12 -1 11 14 -1 11 16 -1 11 13 -1 11 15 -1 21 15 -1 20 16 -1 7 10 -1 6 11 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddb2e72d4127, 0, -1 11 9 -1 20 9 -1 10 9 -1 21 9 -1 22 10 -1 9 10 -1 8 10 -1 23 10 -1 7 11 -1 6 11 -1 24 11 -1 25 11 -1 26 11 -1 27 11 -1 28 11 -1 29 11 -1 30 11 -1 5 11 -1 4 11 -1 3 11 -1 2 11 -1 1 11 , 58, 4 8 8 8 1 4 8 3 1 4 4 4 8 15 2 1 1 3 8 1 3 15 4 4 2 2 1 8 3 8 4 1 1 1 3 1 4 2, request, 2 15 15 1 3 4 1 1 2 2 15 1 8 15 1 2 1 2 8 8 8 4 4 8 1 1 2 2 8 8 4 8 4 2 8 15 4 3 2 1 4 15 1
cgs_4ddabda70b63d, 0, 57, 4 15 8 8 2 15 4 2 8 3 2 4 1 2 3 1 2 1 1 8 4 2 8 2 8 1 3 4 2 8 8 2 4 1 2 1 1, -1 20 9 -1 21 10 -1 11 9 -1 10 9 -1 24 12 -1 5 12 -1 9 10 -1 22 10 -1 23 9 -1 8 9 -1 7 10 -1 24 10 -1 6 11 -1 25 11 -1 29 13 -1 28 13 , request, 4 1 4 3 8 8 1 15 1 8 8 15 15 15 1 15 4 2 8 2 3 1 1 4 8 2 8 2 8 3 3 8 1 4 4 2 4
cgs_4ddabda70b63d, 0, 44, 3 8 3 8 2 8 4 4 2 2 1 2 2 2 3 3 4, , request, 4 2 2 3 3 1 1 8 8 2 2 1 1 8 3 2 4 4 3 8 3 1 2 1 2 1 3 8 4 8 3 8 3 1 3 1 3 4 8 8
cgs_4ddb10ff77f3c, 0, friend, 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017 1017, 10 10 10 10, 642, -1 11 17 -1 10 16 -1 9 15 -1 8 14 -1 7 13 -1 6 12 -1 20 17 -1 21 16 -1 22 15 -1 23 14 -1 24 13 -1 25 12 -1 21 8 -1 22 8 -1 23 8 -1 24 8 -1 25 8 -1 11 8 -1 9 8 -1 8 8 -1 7 8 -1 6 8 -1 4 9 -1 25 6 -1 6 6 -1 6 4 -1 25 4 -1 6 2 -1 25 2 -1 10 8 -1 20 8 -1 5 9 -1 26 9 -1 27 9 -1 28 9 -1 29 11 -1 3 9 -1 2 11 -1 1 11 
cgs_4ddabda70b63d, 0, -1 20 10 -1 21 10 -1 10 10 -1 11 10 -1 22 9 -1 9 9 , 1 3 1 3 1 8 1 1 4 2 1 1 2 2 2 4 3 2 1 8 3 4 2 3 2 3 8, request, 63, 2 8 2 1 1 3 4 3 4 2 3 1 2 2 3 4 1 4 3 8
cgs_4ddb10ff77f3c, 0, request, 8 8 1 3 16 15 8 8 1 3 15 15 3 15 15 2 4 4 4 1 2 15 2 1 8 2 1 16 15 15 4 15 16 4 8 15 16 8 8 1 2 8 2 8 15 8 1 1 1 1, 15 15 4 3 4 8 2 1 2 15 16 4 15 2 2 3 15 8 15 8 15 4 15 15 4 4 15 2 3 2 16 8 4 2 15 2 3 8 1 2 4 2 15 3 2 8 15 2 8 1 2 4 2 2 3 8 8 15 2, 249, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 22 9 -1 8 9 -1 24 11 -1 23 9 -1 26 11 -1 7 11 -1 5 11 -1 11 17 -1 10 16 -1 9 15 -1 8 14 -1 7 13 -1 6 12 -1 20 17 -1 21 16 -1 22 15 -1 23 14 -1 24 13 -1 25 12 -1 25 9 -1 27 9 -1 28 11 -1 29 11 -1 2 11 -1 3 11 -1 6 9 -1 4 9 
cgs_4ddb251e96705, 0, 2 2 8 2 2 4 1 8 1 2 2 2 8 8 2 2 1 8 1 1 8 4 8 3 3, 34, 4 2 8 2 8 3 2 2 8 4 8 2 3 3 8 1 1 1 1 2 2 1 1 2 2 1 2 2 1 3, request, -1 20 9 -1 21 9 -1 21 9 -1 22 10 -1 22 11 -1 22 11 -1 22 10 -1 11 10 -1 10 10 -1 9 10 -1 8 11 -1 1 11 -1 3 11 -1 28 11 -1 24 11 
cgs_4ddb251e96705, 0, 2 2 8 2 2 4 1 8 1 2 2 2 8 8 2 2 1 8 1 1 8 4 8 3 3, 49, 4 2 8 2 8 3 2 2 8 4 8 2 3 3 8 1 1 1 1 2 2 1 1 2 2 1 2 2 1 3, request, -1 10 9 -1 8 9 -1 20 9 -1 21 9 -1 21 9 -1 22 9 -1 9 9 -1 7 9 -1 22 10 -1 6 10 -1 5 11 -1 22 11 -1 22 11 -1 22 10 
cgs_4dd974d7a48e7, 0, -1 21 9 -1 21 9 -1 9 12 -1 10 14 -1 10 13 -1 9 16 -1 10 15 -1 20 12 -1 20 13 -1 21 14 -1 19 15 -1 21 16 -1 21 17 -1 10 17 , 17, 8 7 7 1 3 4 2 3 8 4 8 8 4 4 4 8 1 7 2 4 8 3 15 1 8 15 3 8 8 7 8 4 7 1 7 7 1 4 7 2, 2 1 8 1 2 1 7 7 1 7 8 8 8 7 3 4 1 7 3 7 1 15 1 1 2 4 15 15 3 4 7 1 7 8 7 7 3 4 3 2 8, request
cgs_4dd974d7a48e7, 0, -1 21 9 -1 23 9 -1 21 9 -1 9 9 -1 8 9 -1 6 9 -1 7 9 -1 21 9 -1 24 9 -1 22 9 -1 4 11 -1 25 11 -1 5 11 -1 26 9 -1 2 9 -1 9 12 -1 10 14 -1 10 13 -1 9 16 -1 10 15 -1 20 12 -1 20 13 -1 21 14 -1 19 15 -1 21 16 -1 21 17 -1 10 17 , 35, 7 15 15 15 15 15 15 15 15 15 15 15 7 15 15 15 15 15 15 15 15 15, 7 15 15 15 15 15 15 15 15 15 15 15 15 15 7 15 15 15 15 15 15 15, friend
cgs_4ddac9f8c16e4, 0, request, -1 20 10 -1 20 10 -1 20 9 -1 4 12 -1 5 13 -1 6 14 -1 5 15 -1 3 16 -1 3 17 -1 23 12 -1 23 13 -1 23 14 -1 22 15 -1 23 16 -1 23 17 -1 21 9 -1 22 10 -1 22 10 -1 11 10 -1 10 10 -1 9 10 -1 7 10 -1 8 10 -1 22 9 -1 6 9 -1 1 11 -1 2 11 -1 29 11 -1 28 11 , 10, 3 1 8 3 8 15 7 4 3 1 4 8 2 8 7 3 1 7 8 15 8 2 2 7 4 2 8 4 7 3 2 4 2 7 4 2 1 7 1 2 7 1 8 7 1 7 8 2 7, 15 4 2 2 1 8 8 4 8 1 7 8 7 2 7 1 1 7 2 8 15 2 1 1 4 4 3 4 1 7 7 2 7 4 15
cgs_4ddac9f8c16e4, 0, request, -1 20 10 -1 20 10 -1 20 9 -1 4 12 -1 5 13 -1 6 14 -1 5 15 -1 3 16 -1 3 17 -1 23 12 -1 23 13 -1 23 14 -1 22 15 -1 23 16 -1 23 17 -1 21 9 -1 10 10 -1 8 10 -1 9 10 -1 22 10 -1 10 11 -1 25 11 -1 11 9 -1 22 10 -1 7 10 -1 23 10 -1 4 11 -1 27 11 -1 3 11 -1 27 11 , 15, 3 1 8 3 8 15 7 4 3 1 4 8 2 8 7 3 1 7 8 15 8 2 2 7 4 2 8 4 7 3 2 4 2 7 4 2 1 7 1 2 7 1 8 7 1 7 8 2 7, 15 4 2 2 1 8 8 4 8 1 7 8 7 2 7 1 1 7 2 8 15 2 1 1 4 4 3 4 1 7 7 2 7 4 15
cgs_4ddac9f8c16e4, 0, request, -1 11 10 -1 20 10 -1 9 10 -1 22 10 -1 9 10 -1 20 10 -1 10 9 -1 20 9 -1 7 9 -1 23 9 -1 4 12 -1 5 13 -1 6 14 -1 5 15 -1 3 16 -1 3 17 -1 23 12 -1 23 13 -1 23 14 -1 22 15 -1 23 16 -1 23 17 -1 4 11 -1 3 11 -1 26 11 -1 27 11 -1 24 11 -1 5 11 -1 8 10 -1 21 9 , 21, 3 1 8 3 8 15 7 4 3 1 4 8 2 8 7 3 1 7 8 15 8 2 2 7 4 2 8 4 7 3 2 4 2 7 4 2 1 7 1 2 7 1 8 7 1 7 8 2 7, 15 4 2 2 1 8 8 4 8 1 7 8 7 2 7 1 1 7 2 8 15 2 1 1 4 4 3 4 1 7 7 2 7 4 15
cgs_4ddb1aeebf518, 0, -1 21 9 -1 9 9 -1 26 9 -1 5 9 -1 3 11 , 2 1 2 1 2 1 1 1, 21, request, 1 2 2 1 2 1 2 1 2 2 1 1
cgs_4ddb10ff77f3c, 0, request, 357, 16 2 3 2 4 8 8 2 4 2 4 3 4 15 2 15 2 4 2 1 1 8 1 3 15 4 1 15 1 15 8 2 1 2 15 2 2 16 4 2 1 8 15 8 16 8 1 8, 8 2 15 4 16 4 2 2 4 4 2 1 2 4 15 15 8 4 4 4 2 1 8 2 15 2 4 15 8 2 15 1 2 1 15 15 15 4 2 3 16 16 15 15 1 2 15 15 1 16 15 4 8 15 2 4 2 1 1 2 8, -1 20 9 -1 20 9 -1 21 9 -1 11 9 -1 22 9 -1 11 17 -1 10 16 -1 9 15 -1 8 14 -1 7 13 -1 6 12 -1 19 17 -1 20 16 -1 21 15 -1 22 14 -1 23 13 -1 24 12 
